Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Race,Season
0 days 02:13:57.122000,STR,18,0 days 00:01:36.243000,45.0,3.0,,,0 days 00:00:30.712000,0 days 00:00:41.834000,0 days 00:00:23.697000,0 days 02:12:51.617000,0 days 02:13:33.451000,0 days 02:13:57.148000,232.0,254.0,278.0,298.0,False,HARD,18.0,True,Aston Martin,0 days 02:12:20.879000,2024-03-02 16:16:03.310,1,9.0,False,,False,True,Bahrain,2024
0 days 02:15:33.501000,STR,18,0 days 00:01:36.379000,46.0,3.0,,,0 days 00:00:30.808000,0 days 00:00:41.882000,0 days 00:00:23.689000,0 days 02:14:27.956000,0 days 02:15:09.838000,0 days 02:15:33.527000,232.0,252.0,279.0,298.0,False,HARD,19.0,True,Aston Martin,0 days 02:13:57.122000,2024-03-02 16:17:39.553,1,9.0,False,,False,True,Bahrain,2024
0 days 02:17:09.799000,STR,18,0 days 00:01:36.298000,47.0,3.0,,,0 days 00:00:30.835000,0 days 00:00:41.744000,0 days 00:00:23.719000,0 days 02:16:04.362000,0 days 02:16:46.106000,0 days 02:17:09.825000,233.0,250.0,279.0,298.0,False,HARD,20.0,True,Aston Martin,0 days 02:15:33.501000,2024-03-02 16:19:15.932,1,9.0,False,,False,True,Bahrain,2024
0 days 02:18:47.124000,STR,18,0 days 00:01:37.325000,48.0,3.0,,,0 days 00:00:31.346000,0 days 00:00:42.156000,0 days 00:00:23.823000,0 days 02:17:41.171000,0 days 02:18:23.327000,0 days 02:18:47.150000,233.0,250.0,279.0,290.0,False,HARD,21.0,True,Aston Martin,0 days 02:17:09.799000,2024-03-02 16:20:52.230,1,10.0,False,,False,True,Bahrain,2024
0 days 02:20:23.995000,STR,18,0 days 00:01:36.871000,49.0,3.0,,,0 days 00:00:30.920000,0 days 00:00:42.119000,0 days 00:00:23.832000,0 days 02:19:18.070000,0 days 02:20:00.189000,0 days 02:20:24.021000,231.0,247.0,280.0,301.0,False,HARD,22.0,True,Aston Martin,0 days 02:18:47.124000,2024-03-02 16:22:29.555,1,10.0,False,,False,True,Bahrain,2024
0 days 02:22:00.536000,STR,18,0 days 00:01:36.541000,50.0,3.0,,,0 days 00:00:30.808000,0 days 00:00:41.978000,0 days 00:00:23.755000,0 days 02:20:54.829000,0 days 02:21:36.807000,0 days 02:22:00.562000,232.0,253.0,279.0,300.0,False,HARD,23.0,True,Aston Martin,0 days 02:20:23.995000,2024-03-02 16:24:06.426,1,10.0,False,,False,True,Bahrain,2024
0 days 02:23:37.299000,STR,18,0 days 00:01:36.763000,51.0,3.0,,,0 days 00:00:30.882000,0 days 00:00:42.075000,0 days 00:00:23.806000,0 days 02:22:31.444000,0 days 02:23:13.519000,0 days 02:23:37.325000,232.0,247.0,279.0,299.0,False,HARD,24.0,True,Aston Martin,0 days 02:22:00.536000,2024-03-02 16:25:42.967,1,10.0,False,,False,True,Bahrain,2024
0 days 02:25:14.233000,STR,18,0 days 00:01:36.934000,52.0,3.0,,,0 days 00:00:31.144000,0 days 00:00:42.016000,0 days 00:00:23.774000,0 days 02:24:08.469000,0 days 02:24:50.485000,0 days 02:25:14.259000,232.0,256.0,279.0,299.0,False,HARD,25.0,True,Aston Martin,0 days 02:23:37.299000,2024-03-02 16:27:19.730,1,10.0,False,,False,True,Bahrain,2024
0 days 02:26:50.873000,STR,18,0 days 00:01:36.640000,53.0,3.0,,,0 days 00:00:30.894000,0 days 00:00:42.017000,0 days 00:00:23.729000,0 days 02:25:45.153000,0 days 02:26:27.170000,0 days 02:26:50.899000,231.0,255.0,279.0,300.0,False,HARD,26.0,True,Aston Martin,0 days 02:25:14.233000,2024-03-02 16:28:56.664,1,10.0,False,,False,True,Bahrain,2024
0 days 02:28:27.566000,STR,18,0 days 00:01:36.693000,54.0,3.0,,,0 days 00:00:30.938000,0 days 00:00:41.971000,0 days 00:00:23.784000,0 days 02:27:21.837000,0 days 02:28:03.808000,0 days 02:28:27.592000,232.0,256.0,279.0,299.0,False,HARD,27.0,True,Aston Martin,0 days 02:26:50.873000,2024-03-02 16:30:33.304,1,10.0,False,,False,True,Bahrain,2024
0 days 02:30:04.246000,STR,18,0 days 00:01:36.680000,55.0,3.0,,,0 days 00:00:30.920000,0 days 00:00:41.999000,0 days 00:00:23.761000,0 days 02:28:58.512000,0 days 02:29:40.511000,0 days 02:30:04.272000,232.0,255.0,280.0,300.0,False,HARD,28.0,True,Aston Martin,0 days 02:28:27.566000,2024-03-02 16:32:09.997,1,10.0,False,,False,True,Bahrain,2024
0 days 02:31:40.828000,STR,18,0 days 00:01:36.582000,56.0,3.0,,,0 days 00:00:30.870000,0 days 00:00:41.951000,0 days 00:00:23.761000,0 days 02:30:35.142000,0 days 02:31:17.093000,0 days 02:31:40.854000,239.0,254.0,279.0,300.0,False,HARD,29.0,True,Aston Martin,0 days 02:30:04.246000,2024-03-02 16:33:46.677,1,10.0,False,,False,True,Bahrain,2024
0 days 02:33:18.163000,STR,18,0 days 00:01:37.335000,57.0,3.0,,,0 days 00:00:30.994000,0 days 00:00:42.237000,0 days 00:00:24.104000,0 days 02:32:11.848000,0 days 02:32:54.085000,0 days 02:33:18.189000,235.0,253.0,279.0,300.0,False,HARD,30.0,True,Aston Martin,0 days 02:31:40.828000,2024-03-02 16:35:23.259,1,10.0,False,,False,True,Bahrain,2024
0 days 01:01:45.006000,ZHO,24,0 days 00:01:44.801000,1.0,1.0,,,,0 days 00:00:43.576000,0 days 00:00:24.294000,,0 days 01:01:20.752000,0 days 01:01:45.123000,220.0,243.0,281.0,269.0,False,SOFT,1.0,True,Kick Sauber,0 days 00:59:59.911000,2024-03-02 15:03:42.342,12,13.0,False,,False,False,Bahrain,2024
0 days 01:03:23.926000,ZHO,24,0 days 00:01:38.920000,2.0,1.0,,,0 days 00:00:31.452000,0 days 00:00:43.135000,0 days 00:00:24.333000,0 days 01:02:16.477000,0 days 01:02:59.612000,0 days 01:03:23.945000,230.0,249.0,289.0,302.0,True,SOFT,2.0,True,Kick Sauber,0 days 01:01:45.006000,2024-03-02 15:05:27.437,1,13.0,False,,False,True,Bahrain,2024
0 days 01:05:02.508000,ZHO,24,0 days 00:01:38.582000,3.0,1.0,,,0 days 00:00:31.044000,0 days 00:00:43.084000,0 days 00:00:24.454000,0 days 01:03:54.989000,0 days 01:04:38.073000,0 days 01:05:02.527000,224.0,246.0,286.0,322.0,True,SOFT,3.0,True,Kick Sauber,0 days 01:03:23.926000,2024-03-02 15:07:06.357,1,13.0,False,,False,True,Bahrain,2024
0 days 01:06:40.936000,ZHO,24,0 days 00:01:38.428000,4.0,1.0,,,0 days 00:00:30.977000,0 days 00:00:43.004000,0 days 00:00:24.447000,0 days 01:05:33.504000,0 days 01:06:16.508000,0 days 01:06:40.955000,225.0,249.0,286.0,318.0,True,SOFT,4.0,True,Kick Sauber,0 days 01:05:02.508000,2024-03-02 15:08:44.939,1,13.0,False,,False,True,Bahrain,2024
0 days 01:08:19.734000,ZHO,24,0 days 00:01:38.798000,5.0,1.0,,,0 days 00:00:31.116000,0 days 00:00:43.178000,0 days 00:00:24.504000,0 days 01:07:12.071000,0 days 01:07:55.249000,0 days 01:08:19.753000,224.0,249.0,285.0,306.0,False,SOFT,5.0,True,Kick Sauber,0 days 01:06:40.936000,2024-03-02 15:10:23.367,1,13.0,False,,False,True,Bahrain,2024
0 days 01:09:58.222000,ZHO,24,0 days 00:01:38.488000,6.0,1.0,,,0 days 00:00:30.860000,0 days 00:00:43.064000,0 days 00:00:24.564000,0 days 01:08:50.613000,0 days 01:09:33.677000,0 days 01:09:58.241000,233.0,246.0,285.0,320.0,False,SOFT,6.0,True,Kick Sauber,0 days 01:08:19.734000,2024-03-02 15:12:02.165,1,13.0,False,,False,True,Bahrain,2024
0 days 01:11:37.739000,ZHO,24,0 days 00:01:39.517000,7.0,1.0,,,0 days 00:00:31.488000,0 days 00:00:43.470000,0 days 00:00:24.559000,0 days 01:10:29.729000,0 days 01:11:13.199000,0 days 01:11:37.758000,233.0,252.0,286.0,314.0,False,SOFT,7.0,True,Kick Sauber,0 days 01:09:58.222000,2024-03-02 15:13:40.653,1,13.0,False,,False,True,Bahrain,2024
0 days 01:13:17.385000,ZHO,24,0 days 00:01:39.646000,8.0,1.0,,,0 days 00:00:31.786000,0 days 00:00:43.138000,0 days 00:00:24.722000,0 days 01:12:09.544000,0 days 01:12:52.682000,0 days 01:13:17.404000,232.0,253.0,283.0,314.0,False,SOFT,8.0,True,Kick Sauber,0 days 01:11:37.739000,2024-03-02 15:15:20.170,1,13.0,False,,False,True,Bahrain,2024
0 days 01:14:59.234000,ZHO,24,0 days 00:01:41.849000,9.0,1.0,,0 days 01:14:57.559000,0 days 00:00:31.330000,0 days 00:00:43.094000,0 days 00:00:27.425000,0 days 01:13:48.734000,0 days 01:14:31.828000,0 days 01:14:59.253000,234.0,253.0,,310.0,False,SOFT,9.0,True,Kick Sauber,0 days 01:13:17.385000,2024-03-02 15:16:59.816,1,16.0,False,,False,False,Bahrain,2024
0 days 01:16:58.562000,ZHO,24,0 days 00:01:59.328000,10.0,2.0,0 days 01:15:22.700000,,0 days 00:00:53.287000,0 days 00:00:42.225000,0 days 00:00:23.816000,0 days 01:15:52.540000,0 days 01:16:34.765000,0 days 01:16:58.581000,233.0,241.0,277.0,220.0,False,HARD,1.0,True,Kick Sauber,0 days 01:14:59.234000,2024-03-02 15:18:41.665,12,17.0,False,,False,False,Bahrain,2024
0 days 01:18:34.927000,ZHO,24,0 days 00:01:36.365000,11.0,2.0,,,0 days 00:00:30.815000,0 days 00:00:41.738000,0 days 00:00:23.812000,0 days 01:17:29.396000,0 days 01:18:11.134000,0 days 01:18:34.946000,233.0,242.0,280.0,297.0,True,HARD,2.0,True,Kick Sauber,0 days 01:16:58.562000,2024-03-02 15:20:40.993,1,16.0,False,,False,True,Bahrain,2024
0 days 01:20:11.922000,ZHO,24,0 days 00:01:36.995000,12.0,2.0,,,0 days 00:00:31.006000,0 days 00:00:42.207000,0 days 00:00:23.782000,0 days 01:19:05.952000,0 days 01:19:48.159000,0 days 01:20:11.941000,232.0,243.0,278.0,301.0,False,HARD,3.0,True,Kick Sauber,0 days 01:18:34.927000,2024-03-02 15:22:17.358,1,15.0,False,,False,True,Bahrain,2024
0 days 01:21:49.358000,ZHO,24,0 days 00:01:37.436000,13.0,2.0,,,0 days 00:00:30.982000,0 days 00:00:42.435000,0 days 00:00:24.019000,0 days 01:20:42.923000,0 days 01:21:25.358000,0 days 01:21:49.377000,232.0,246.0,278.0,298.0,False,HARD,4.0,True,Kick Sauber,0 days 01:20:11.922000,2024-03-02 15:23:54.353,1,13.0,False,,False,True,Bahrain,2024
0 days 01:23:26.840000,ZHO,24,0 days 00:01:37.482000,14.0,2.0,,,0 days 00:00:31.086000,0 days 00:00:42.431000,0 days 00:00:23.965000,0 days 01:22:20.463000,0 days 01:23:02.894000,0 days 01:23:26.859000,232.0,244.0,278.0,298.0,False,HARD,5.0,True,Kick Sauber,0 days 01:21:49.358000,2024-03-02 15:25:31.789,1,12.0,False,,False,True,Bahrain,2024
0 days 01:25:04.340000,ZHO,24,0 days 00:01:37.500000,15.0,2.0,,,0 days 00:00:31.030000,0 days 00:00:42.429000,0 days 00:00:24.041000,0 days 01:23:57.889000,0 days 01:24:40.318000,0 days 01:25:04.359000,231.0,242.0,280.0,298.0,False,HARD,6.0,True,Kick Sauber,0 days 01:23:26.840000,2024-03-02 15:27:09.271,1,11.0,False,,False,True,Bahrain,2024
0 days 01:26:41.999000,ZHO,24,0 days 00:01:37.659000,16.0,2.0,,,0 days 00:00:31.166000,0 days 00:00:42.398000,0 days 00:00:24.095000,0 days 01:25:35.525000,0 days 01:26:17.923000,0 days 01:26:42.018000,231.0,241.0,278.0,301.0,False,HARD,7.0,True,Kick Sauber,0 days 01:25:04.340000,2024-03-02 15:28:46.771,1,9.0,False,,False,True,Bahrain,2024
0 days 01:28:20.474000,ZHO,24,0 days 00:01:38.475000,17.0,2.0,,,0 days 00:00:31.431000,0 days 00:00:42.856000,0 days 00:00:24.188000,0 days 01:27:13.449000,0 days 01:27:56.305000,0 days 01:28:20.493000,236.0,247.0,285.0,295.0,False,HARD,8.0,True,Kick Sauber,0 days 01:26:41.999000,2024-03-02 15:30:24.430,1,10.0,False,,False,True,Bahrain,2024
0 days 01:29:58.026000,ZHO,24,0 days 00:01:37.552000,18.0,2.0,,,0 days 00:00:30.919000,0 days 00:00:42.585000,0 days 00:00:24.048000,0 days 01:28:51.412000,0 days 01:29:33.997000,0 days 01:29:58.045000,233.0,244.0,284.0,312.0,False,HARD,9.0,True,Kick Sauber,0 days 01:28:20.474000,2024-03-02 15:32:02.905,1,10.0,False,,False,True,Bahrain,2024
0 days 01:31:35.678000,ZHO,24,0 days 00:01:37.652000,19.0,2.0,,,0 days 00:00:30.887000,0 days 00:00:42.658000,0 days 00:00:24.107000,0 days 01:30:28.932000,0 days 01:31:11.590000,0 days 01:31:35.697000,231.0,245.0,279.0,318.0,False,HARD,10.0,True,Kick Sauber,0 days 01:29:58.026000,2024-03-02 15:33:40.457,1,10.0,False,,False,True,Bahrain,2024
0 days 01:33:13.427000,ZHO,24,0 days 00:01:37.749000,20.0,2.0,,,0 days 00:00:31.239000,0 days 00:00:42.477000,0 days 00:00:24.033000,0 days 01:32:06.936000,0 days 01:32:49.413000,0 days 01:33:13.446000,235.0,245.0,280.0,303.0,False,HARD,11.0,True,Kick Sauber,0 days 01:31:35.678000,2024-03-02 15:35:18.109,1,10.0,False,,False,True,Bahrain,2024
0 days 01:34:51.374000,ZHO,24,0 days 00:01:37.947000,21.0,2.0,,,0 days 00:00:31.220000,0 days 00:00:42.705000,0 days 00:00:24.022000,0 days 01:33:44.666000,0 days 01:34:27.371000,0 days 01:34:51.393000,232.0,243.0,280.0,302.0,False,HARD,12.0,True,Kick Sauber,0 days 01:33:13.427000,2024-03-02 15:36:55.858,1,10.0,False,,False,True,Bahrain,2024
0 days 01:36:29.226000,ZHO,24,0 days 00:01:37.852000,22.0,2.0,,,0 days 00:00:31.171000,0 days 00:00:42.584000,0 days 00:00:24.097000,0 days 01:35:22.564000,0 days 01:36:05.148000,0 days 01:36:29.245000,232.0,244.0,279.0,300.0,False,HARD,13.0,True,Kick Sauber,0 days 01:34:51.374000,2024-03-02 15:38:33.805,1,10.0,False,,False,True,Bahrain,2024
0 days 01:38:07.014000,ZHO,24,0 days 00:01:37.788000,23.0,2.0,,,0 days 00:00:31.092000,0 days 00:00:42.647000,0 days 00:00:24.049000,0 days 01:37:00.337000,0 days 01:37:42.984000,0 days 01:38:07.033000,232.0,244.0,279.0,300.0,False,HARD,14.0,True,Kick Sauber,0 days 01:36:29.226000,2024-03-02 15:40:11.657,1,10.0,False,,False,True,Bahrain,2024
0 days 01:39:44.908000,ZHO,24,0 days 00:01:37.894000,24.0,2.0,,,0 days 00:00:31.140000,0 days 00:00:42.602000,0 days 00:00:24.152000,0 days 01:38:38.173000,0 days 01:39:20.775000,0 days 01:39:44.927000,234.0,243.0,278.0,301.0,False,HARD,15.0,True,Kick Sauber,0 days 01:38:07.014000,2024-03-02 15:41:49.445,1,10.0,False,,False,True,Bahrain,2024
0 days 01:41:22.791000,ZHO,24,0 days 00:01:37.883000,25.0,2.0,,,0 days 00:00:31.246000,0 days 00:00:42.532000,0 days 00:00:24.105000,0 days 01:40:16.173000,0 days 01:40:58.705000,0 days 01:41:22.810000,235.0,249.0,280.0,300.0,False,HARD,16.0,True,Kick Sauber,0 days 01:39:44.908000,2024-03-02 15:43:27.339,1,10.0,False,,False,True,Bahrain,2024
0 days 01:43:00.786000,ZHO,24,0 days 00:01:37.995000,26.0,2.0,,,0 days 00:00:31.266000,0 days 00:00:42.658000,0 days 00:00:24.071000,0 days 01:41:54.076000,0 days 01:42:36.734000,0 days 01:43:00.805000,233.0,250.0,281.0,303.0,False,HARD,17.0,True,Kick Sauber,0 days 01:41:22.791000,2024-03-02 15:45:05.222,1,10.0,False,,False,True,Bahrain,2024
0 days 01:44:38.839000,ZHO,24,0 days 00:01:38.053000,27.0,2.0,,,0 days 00:00:31.367000,0 days 00:00:42.594000,0 days 00:00:24.092000,0 days 01:43:32.172000,0 days 01:44:14.766000,0 days 01:44:38.858000,233.0,249.0,280.0,302.0,False,HARD,18.0,True,Kick Sauber,0 days 01:43:00.786000,2024-03-02 15:46:43.217,1,10.0,False,,False,True,Bahrain,2024
0 days 01:46:19.514000,ZHO,24,0 days 00:01:40.675000,28.0,2.0,,0 days 01:46:17.855000,0 days 00:00:31.279000,0 days 00:00:42.580000,0 days 00:00:26.816000,0 days 01:45:10.137000,0 days 01:45:52.717000,0 days 01:46:19.533000,233.0,253.0,,302.0,False,HARD,19.0,True,Kick Sauber,0 days 01:44:38.839000,2024-03-02 15:48:21.270,1,11.0,False,,False,False,Bahrain,2024
0 days 01:48:16.590000,ZHO,24,0 days 00:01:57.076000,29.0,3.0,0 days 01:46:42.838000,,0 days 00:00:52.137000,0 days 00:00:41.430000,0 days 00:00:23.509000,0 days 01:47:11.670000,0 days 01:47:53.100000,0 days 01:48:16.609000,234.0,256.0,281.0,223.0,False,HARD,1.0,True,Kick Sauber,0 days 01:46:19.514000,2024-03-02 15:50:01.945,1,17.0,False,,False,False,Bahrain,2024
0 days 01:49:52.048000,ZHO,24,0 days 00:01:35.458000,30.0,3.0,,,0 days 00:00:30.674000,0 days 00:00:41.190000,0 days 00:00:23.594000,0 days 01:48:47.283000,0 days 01:49:28.473000,0 days 01:49:52.067000,235.0,258.0,281.0,302.0,True,HARD,2.0,True,Kick Sauber,0 days 01:48:16.590000,2024-03-02 15:51:59.021,1,17.0,False,,False,True,Bahrain,2024
0 days 01:51:28.345000,ZHO,24,0 days 00:01:36.297000,31.0,3.0,,,0 days 00:00:30.846000,0 days 00:00:41.644000,0 days 00:00:23.807000,0 days 01:50:22.913000,0 days 01:51:04.557000,0 days 01:51:28.364000,232.0,252.0,286.0,299.0,False,HARD,3.0,True,Kick Sauber,0 days 01:49:52.048000,2024-03-02 15:53:34.479,1,14.0,False,,False,True,Bahrain,2024
0 days 01:53:04.393000,ZHO,24,0 days 00:01:36.048000,32.0,3.0,,,0 days 00:00:30.646000,0 days 00:00:41.735000,0 days 00:00:23.667000,0 days 01:51:59.010000,0 days 01:52:40.745000,0 days 01:53:04.412000,231.0,245.0,281.0,316.0,False,HARD,4.0,True,Kick Sauber,0 days 01:51:28.345000,2024-03-02 15:55:10.776,1,14.0,False,,False,True,Bahrain,2024
0 days 01:54:42.364000,ZHO,24,0 days 00:01:37.971000,33.0,3.0,,,0 days 00:00:31.535000,0 days 00:00:42.387000,0 days 00:00:24.049000,0 days 01:53:35.947000,0 days 01:54:18.334000,0 days 01:54:42.383000,233.0,250.0,287.0,301.0,False,HARD,5.0,True,Kick Sauber,0 days 01:53:04.393000,2024-03-02 15:56:46.824,1,14.0,False,,False,True,Bahrain,2024
0 days 01:56:18.882000,ZHO,24,0 days 00:01:36.518000,34.0,3.0,,,0 days 00:00:30.678000,0 days 00:00:41.938000,0 days 00:00:23.902000,0 days 01:55:13.061000,0 days 01:55:54.999000,0 days 01:56:18.901000,235.0,251.0,287.0,316.0,False,HARD,6.0,True,Kick Sauber,0 days 01:54:42.364000,2024-03-02 15:58:24.795,1,14.0,False,,False,True,Bahrain,2024
0 days 01:57:55.428000,ZHO,24,0 days 00:01:36.546000,35.0,3.0,,,0 days 00:00:30.612000,0 days 00:00:41.954000,0 days 00:00:23.980000,0 days 01:56:49.513000,0 days 01:57:31.467000,0 days 01:57:55.447000,238.0,260.0,281.0,319.0,False,HARD,7.0,True,Kick Sauber,0 days 01:56:18.882000,2024-03-02 16:00:01.313,1,13.0,False,,False,True,Bahrain,2024
0 days 01:59:32.359000,ZHO,24,0 days 00:01:36.931000,36.0,3.0,,,0 days 00:00:31.090000,0 days 00:00:41.967000,0 days 00:00:23.874000,0 days 01:58:26.537000,0 days 01:59:08.504000,0 days 01:59:32.378000,236.0,252.0,281.0,301.0,False,HARD,8.0,True,Kick Sauber,0 days 01:57:55.428000,2024-03-02 16:01:37.859,1,12.0,False,,False,True,Bahrain,2024
0 days 02:01:09.164000,ZHO,24,0 days 00:01:36.805000,37.0,3.0,,,0 days 00:00:30.874000,0 days 00:00:42.130000,0 days 00:00:23.801000,0 days 02:00:03.252000,0 days 02:00:45.382000,0 days 02:01:09.183000,236.0,245.0,280.0,303.0,False,HARD,9.0,True,Kick Sauber,0 days 01:59:32.359000,2024-03-02 16:03:14.790,1,11.0,False,,False,True,Bahrain,2024
0 days 02:02:46.021000,ZHO,24,0 days 00:01:36.857000,38.0,3.0,,,0 days 00:00:30.915000,0 days 00:00:42.149000,0 days 00:00:23.793000,0 days 02:01:40.098000,0 days 02:02:22.247000,0 days 02:02:46.040000,235.0,245.0,281.0,302.0,False,HARD,10.0,True,Kick Sauber,0 days 02:01:09.164000,2024-03-02 16:04:51.595,1,11.0,False,,False,True,Bahrain,2024
0 days 02:04:22.658000,ZHO,24,0 days 00:01:36.637000,39.0,3.0,,,0 days 00:00:30.904000,0 days 00:00:42.006000,0 days 00:00:23.727000,0 days 02:03:16.944000,0 days 02:03:58.950000,0 days 02:04:22.677000,237.0,245.0,281.0,303.0,False,HARD,11.0,True,Kick Sauber,0 days 02:02:46.021000,2024-03-02 16:06:28.452,1,11.0,False,,False,True,Bahrain,2024
0 days 02:05:59.341000,ZHO,24,0 days 00:01:36.683000,40.0,3.0,,,0 days 00:00:30.839000,0 days 00:00:42.094000,0 days 00:00:23.750000,0 days 02:04:53.516000,0 days 02:05:35.610000,0 days 02:05:59.360000,235.0,245.0,281.0,301.0,False,HARD,12.0,True,Kick Sauber,0 days 02:04:22.658000,2024-03-02 16:08:05.089,1,11.0,False,,False,True,Bahrain,2024
0 days 02:07:36.036000,ZHO,24,0 days 00:01:36.695000,41.0,3.0,,,0 days 00:00:30.827000,0 days 00:00:42.096000,0 days 00:00:23.772000,0 days 02:06:30.187000,0 days 02:07:12.283000,0 days 02:07:36.055000,235.0,245.0,280.0,302.0,False,HARD,13.0,True,Kick Sauber,0 days 02:05:59.341000,2024-03-02 16:09:41.772,1,11.0,False,,False,True,Bahrain,2024
0 days 02:09:12.688000,ZHO,24,0 days 00:01:36.652000,42.0,3.0,,,0 days 00:00:31.038000,0 days 00:00:41.860000,0 days 00:00:23.754000,0 days 02:08:07.093000,0 days 02:08:48.953000,0 days 02:09:12.707000,235.0,245.0,281.0,301.0,False,HARD,14.0,True,Kick Sauber,0 days 02:07:36.036000,2024-03-02 16:11:18.467,1,10.0,False,,False,True,Bahrain,2024
0 days 02:10:49.459000,ZHO,24,0 days 00:01:36.771000,43.0,3.0,,,0 days 00:00:30.877000,0 days 00:00:42.071000,0 days 00:00:23.823000,0 days 02:09:43.584000,0 days 02:10:25.655000,0 days 02:10:49.478000,236.0,245.0,281.0,301.0,False,HARD,15.0,True,Kick Sauber,0 days 02:09:12.688000,2024-03-02 16:12:55.119,1,10.0,False,,False,True,Bahrain,2024
0 days 02:12:26.876000,ZHO,24,0 days 00:01:37.417000,44.0,3.0,,,0 days 00:00:31.361000,0 days 00:00:42.115000,0 days 00:00:23.941000,0 days 02:11:20.839000,0 days 02:12:02.954000,0 days 02:12:26.895000,236.0,246.0,282.0,301.0,False,HARD,16.0,True,Kick Sauber,0 days 02:10:49.459000,2024-03-02 16:14:31.890,1,11.0,False,,False,True,Bahrain,2024
0 days 02:14:03.556000,ZHO,24,0 days 00:01:36.680000,45.0,3.0,,,0 days 00:00:30.867000,0 days 00:00:41.919000,0 days 00:00:23.894000,0 days 02:12:57.762000,0 days 02:13:39.681000,0 days 02:14:03.575000,236.0,254.0,281.0,302.0,False,HARD,17.0,True,Kick Sauber,0 days 02:12:26.876000,2024-03-02 16:16:09.307,1,11.0,False,,False,True,Bahrain,2024
0 days 02:15:40.297000,ZHO,24,0 days 00:01:36.741000,46.0,3.0,,,0 days 00:00:30.966000,0 days 00:00:41.922000,0 days 00:00:23.853000,0 days 02:14:34.541000,0 days 02:15:16.463000,0 days 02:15:40.316000,234.0,256.0,281.0,298.0,False,HARD,18.0,True,Kick Sauber,0 days 02:14:03.556000,2024-03-02 16:17:45.987,1,11.0,False,,False,True,Bahrain,2024
