Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Race,Season
0 days 01:36:42.844000,RUS,63,0 days 00:01:23.138000,27.0,2.0,,,0 days 00:00:28.879000,0 days 00:00:18.293000,0 days 00:00:35.966000,0 days 01:35:48.614000,0 days 01:36:06.907000,0 days 01:36:42.873000,274.0,301.0,289.0,299.0,False,HARD,19.0,True,Mercedes,0 days 01:35:19.706000,2024-03-24 04:40:02.904,1,7.0,False,,False,True,Australia,2024
0 days 01:38:05.940000,RUS,63,0 days 00:01:23.096000,28.0,2.0,,,0 days 00:00:28.885000,0 days 00:00:18.342000,0 days 00:00:35.869000,0 days 01:37:11.758000,0 days 01:37:30.100000,0 days 01:38:05.969000,276.0,301.0,290.0,298.0,False,HARD,20.0,True,Mercedes,0 days 01:36:42.844000,2024-03-24 04:41:26.042,1,7.0,False,,False,True,Australia,2024
0 days 01:39:28.603000,RUS,63,0 days 00:01:22.663000,29.0,2.0,,,0 days 00:00:28.822000,0 days 00:00:18.238000,0 days 00:00:35.603000,0 days 01:38:34.791000,0 days 01:38:53.029000,0 days 01:39:28.632000,277.0,302.0,289.0,297.0,False,HARD,21.0,True,Mercedes,0 days 01:38:05.940000,2024-03-24 04:42:49.138,1,7.0,False,,False,True,Australia,2024
0 days 01:40:51.266000,RUS,63,0 days 00:01:22.663000,30.0,2.0,,,0 days 00:00:28.614000,0 days 00:00:18.224000,0 days 00:00:35.825000,0 days 01:39:57.246000,0 days 01:40:15.470000,0 days 01:40:51.295000,274.0,298.0,289.0,292.0,False,HARD,22.0,True,Mercedes,0 days 01:39:28.603000,2024-03-24 04:44:11.801,1,7.0,False,,False,True,Australia,2024
0 days 01:42:13.781000,RUS,63,0 days 00:01:22.515000,31.0,2.0,,,0 days 00:00:28.718000,0 days 00:00:18.249000,0 days 00:00:35.548000,0 days 01:41:20.013000,0 days 01:41:38.262000,0 days 01:42:13.810000,276.0,300.0,290.0,303.0,False,HARD,23.0,True,Mercedes,0 days 01:40:51.266000,2024-03-24 04:45:34.464,1,7.0,False,,False,True,Australia,2024
0 days 01:43:36.491000,RUS,63,0 days 00:01:22.710000,32.0,2.0,,,0 days 00:00:28.773000,0 days 00:00:18.307000,0 days 00:00:35.630000,0 days 01:42:42.583000,0 days 01:43:00.890000,0 days 01:43:36.520000,274.0,297.0,289.0,298.0,False,HARD,24.0,True,Mercedes,0 days 01:42:13.781000,2024-03-24 04:46:56.979,1,7.0,False,,False,True,Australia,2024
0 days 01:44:58.952000,RUS,63,0 days 00:01:22.461000,33.0,2.0,,,0 days 00:00:28.591000,0 days 00:00:18.249000,0 days 00:00:35.621000,0 days 01:44:05.111000,0 days 01:44:23.360000,0 days 01:44:58.981000,276.0,298.0,289.0,296.0,False,HARD,25.0,True,Mercedes,0 days 01:43:36.491000,2024-03-24 04:48:19.689,1,7.0,False,,False,True,Australia,2024
0 days 01:46:21.305000,RUS,63,0 days 00:01:22.353000,34.0,2.0,,,0 days 00:00:28.601000,0 days 00:00:18.210000,0 days 00:00:35.542000,0 days 01:45:27.582000,0 days 01:45:45.792000,0 days 01:46:21.334000,277.0,300.0,290.0,297.0,True,HARD,26.0,True,Mercedes,0 days 01:44:58.952000,2024-03-24 04:49:42.150,1,7.0,False,,False,True,Australia,2024
0 days 01:47:43.896000,RUS,63,0 days 00:01:22.591000,35.0,2.0,,,0 days 00:00:28.764000,0 days 00:00:18.197000,0 days 00:00:35.630000,0 days 01:46:50.098000,0 days 01:47:08.295000,0 days 01:47:43.925000,275.0,299.0,290.0,297.0,False,HARD,27.0,True,Mercedes,0 days 01:46:21.305000,2024-03-24 04:51:04.503,1,6.0,False,,False,True,Australia,2024
0 days 01:49:06.433000,RUS,63,0 days 00:01:22.537000,36.0,2.0,,,0 days 00:00:28.607000,0 days 00:00:18.165000,0 days 00:00:35.765000,0 days 01:48:12.532000,0 days 01:48:30.697000,0 days 01:49:06.462000,274.0,301.0,289.0,301.0,False,HARD,28.0,True,Mercedes,0 days 01:47:43.896000,2024-03-24 04:52:27.094,1,6.0,False,,False,True,Australia,2024
0 days 01:50:28.841000,RUS,63,0 days 00:01:22.408000,37.0,2.0,,,0 days 00:00:28.510000,0 days 00:00:18.147000,0 days 00:00:35.751000,0 days 01:49:34.972000,0 days 01:49:53.119000,0 days 01:50:28.870000,277.0,303.0,290.0,298.0,False,HARD,29.0,True,Mercedes,0 days 01:49:06.433000,2024-03-24 04:53:49.631,1,6.0,False,,False,True,Australia,2024
0 days 01:51:51.016000,RUS,63,0 days 00:01:22.175000,38.0,2.0,,,0 days 00:00:28.493000,0 days 00:00:18.082000,0 days 00:00:35.600000,0 days 01:50:57.363000,0 days 01:51:15.445000,0 days 01:51:51.045000,277.0,304.0,290.0,298.0,True,HARD,30.0,True,Mercedes,0 days 01:50:28.841000,2024-03-24 04:55:12.039,1,6.0,False,,False,True,Australia,2024
0 days 01:53:13.183000,RUS,63,0 days 00:01:22.167000,39.0,2.0,,,0 days 00:00:28.472000,0 days 00:00:18.104000,0 days 00:00:35.591000,0 days 01:52:19.517000,0 days 01:52:37.621000,0 days 01:53:13.212000,277.0,304.0,291.0,297.0,True,HARD,31.0,True,Mercedes,0 days 01:51:51.016000,2024-03-24 04:56:34.214,1,6.0,False,,False,True,Australia,2024
0 days 01:54:35.656000,RUS,63,0 days 00:01:22.473000,40.0,2.0,,,0 days 00:00:28.756000,0 days 00:00:18.009000,0 days 00:00:35.708000,0 days 01:53:41.968000,0 days 01:53:59.977000,0 days 01:54:35.685000,277.0,308.0,290.0,306.0,False,HARD,32.0,True,Mercedes,0 days 01:53:13.183000,2024-03-24 04:57:56.381,1,6.0,False,,False,True,Australia,2024
0 days 01:55:57.975000,RUS,63,0 days 00:01:22.319000,41.0,2.0,,,0 days 00:00:28.561000,0 days 00:00:17.981000,0 days 00:00:35.777000,0 days 01:55:04.246000,0 days 01:55:22.227000,0 days 01:55:58.004000,275.0,304.0,291.0,301.0,False,HARD,33.0,True,Mercedes,0 days 01:54:35.656000,2024-03-24 04:59:18.854,1,5.0,False,,False,True,Australia,2024
0 days 01:57:20.232000,RUS,63,0 days 00:01:22.257000,42.0,2.0,,,0 days 00:00:28.651000,0 days 00:00:18.023000,0 days 00:00:35.583000,0 days 01:56:26.655000,0 days 01:56:44.678000,0 days 01:57:20.261000,278.0,305.0,290.0,293.0,False,HARD,34.0,True,Mercedes,0 days 01:55:57.975000,2024-03-24 05:00:41.173,1,5.0,False,,False,True,Australia,2024
0 days 01:58:42.343000,RUS,63,0 days 00:01:22.111000,43.0,2.0,,,0 days 00:00:28.479000,0 days 00:00:18.027000,0 days 00:00:35.605000,0 days 01:57:48.740000,0 days 01:58:06.767000,0 days 01:58:42.372000,278.0,303.0,290.0,298.0,True,HARD,35.0,True,Mercedes,0 days 01:57:20.232000,2024-03-24 05:02:03.430,1,5.0,False,,False,True,Australia,2024
0 days 02:00:04.440000,RUS,63,0 days 00:01:22.097000,44.0,2.0,,,0 days 00:00:28.459000,0 days 00:00:18.060000,0 days 00:00:35.578000,0 days 01:59:10.831000,0 days 01:59:28.891000,0 days 02:00:04.469000,278.0,301.0,289.0,299.0,True,HARD,36.0,True,Mercedes,0 days 01:58:42.343000,2024-03-24 05:03:25.541,1,5.0,False,,False,True,Australia,2024
0 days 02:01:40.783000,RUS,63,0 days 00:01:36.343000,45.0,2.0,,0 days 02:01:25.030000,0 days 00:00:28.436000,0 days 00:00:18.042000,0 days 00:00:49.865000,0 days 02:00:32.905000,0 days 02:00:50.947000,0 days 02:01:40.812000,278.0,302.0,,298.0,False,HARD,37.0,True,Mercedes,0 days 02:00:04.440000,2024-03-24 05:04:47.638,1,6.0,False,,False,False,Australia,2024
0 days 02:03:07.217000,RUS,63,0 days 00:01:26.434000,46.0,3.0,0 days 02:01:42.825000,,0 days 00:00:33.556000,0 days 00:00:17.996000,0 days 00:00:34.882000,0 days 02:02:14.368000,0 days 02:02:32.364000,0 days 02:03:07.246000,276.0,299.0,293.0,234.0,False,HARD,1.0,True,Mercedes,0 days 02:01:40.783000,2024-03-24 05:06:23.981,1,7.0,False,,False,False,Australia,2024
0 days 02:04:27.543000,RUS,63,0 days 00:01:20.326000,47.0,3.0,,,0 days 00:00:27.721000,0 days 00:00:17.919000,0 days 00:00:34.686000,0 days 02:03:34.967000,0 days 02:03:52.886000,0 days 02:04:27.572000,278.0,301.0,293.0,302.0,True,HARD,2.0,True,Mercedes,0 days 02:03:07.217000,2024-03-24 05:07:50.415,1,7.0,False,,False,True,Australia,2024
0 days 02:05:48.282000,RUS,63,0 days 00:01:20.739000,48.0,3.0,,,0 days 00:00:27.983000,0 days 00:00:17.916000,0 days 00:00:34.840000,0 days 02:04:55.555000,0 days 02:05:13.471000,0 days 02:05:48.311000,278.0,302.0,293.0,295.0,False,HARD,3.0,True,Mercedes,0 days 02:04:27.543000,2024-03-24 05:09:10.741,1,7.0,False,,False,True,Australia,2024
0 days 02:07:09.090000,RUS,63,0 days 00:01:20.808000,49.0,3.0,,,0 days 00:00:27.856000,0 days 00:00:17.993000,0 days 00:00:34.959000,0 days 02:06:16.167000,0 days 02:06:34.160000,0 days 02:07:09.119000,282.0,305.0,294.0,301.0,False,HARD,4.0,True,Mercedes,0 days 02:05:48.282000,2024-03-24 05:10:31.480,1,7.0,False,,False,True,Australia,2024
0 days 02:08:30.072000,RUS,63,0 days 00:01:20.982000,50.0,3.0,,,0 days 00:00:28.097000,0 days 00:00:17.951000,0 days 00:00:34.934000,0 days 02:07:37.216000,0 days 02:07:55.167000,0 days 02:08:30.101000,278.0,297.0,294.0,308.0,False,HARD,5.0,True,Mercedes,0 days 02:07:09.090000,2024-03-24 05:11:52.288,1,7.0,False,,False,True,Australia,2024
0 days 02:09:50.767000,RUS,63,0 days 00:01:20.695000,51.0,3.0,,,0 days 00:00:27.913000,0 days 00:00:17.919000,0 days 00:00:34.863000,0 days 02:08:58.014000,0 days 02:09:15.933000,0 days 02:09:50.796000,282.0,306.0,294.0,295.0,False,HARD,6.0,True,Mercedes,0 days 02:08:30.072000,2024-03-24 05:13:13.270,1,7.0,False,,False,True,Australia,2024
0 days 02:11:11.296000,RUS,63,0 days 00:01:20.529000,52.0,3.0,,,0 days 00:00:27.848000,0 days 00:00:17.927000,0 days 00:00:34.754000,0 days 02:10:18.644000,0 days 02:10:36.571000,0 days 02:11:11.325000,288.0,302.0,295.0,309.0,False,HARD,7.0,True,Mercedes,0 days 02:09:50.767000,2024-03-24 05:14:33.965,1,7.0,False,,False,True,Australia,2024
0 days 02:12:31.580000,RUS,63,0 days 00:01:20.284000,53.0,3.0,,,0 days 00:00:27.824000,0 days 00:00:17.716000,0 days 00:00:34.744000,0 days 02:11:39.149000,0 days 02:11:56.865000,0 days 02:12:31.609000,287.0,315.0,304.0,296.0,True,HARD,8.0,True,Mercedes,0 days 02:11:11.296000,2024-03-24 05:15:54.494,1,7.0,False,,False,True,Australia,2024
0 days 02:13:52.774000,RUS,63,0 days 00:01:21.194000,54.0,3.0,,,0 days 00:00:28.025000,0 days 00:00:17.764000,0 days 00:00:35.405000,0 days 02:12:59.634000,0 days 02:13:17.398000,0 days 02:13:52.803000,277.0,314.0,301.0,324.0,False,HARD,9.0,True,Mercedes,0 days 02:12:31.580000,2024-03-24 05:17:14.778,1,7.0,False,,False,True,Australia,2024
0 days 02:15:13.565000,RUS,63,0 days 00:01:20.791000,55.0,3.0,,,0 days 00:00:28.079000,0 days 00:00:17.783000,0 days 00:00:34.929000,0 days 02:14:20.882000,0 days 02:14:38.665000,0 days 02:15:13.594000,286.0,309.0,306.0,308.0,False,HARD,10.0,True,Mercedes,0 days 02:13:52.774000,2024-03-24 05:18:35.972,1,7.0,False,,False,True,Australia,2024
0 days 02:16:34.220000,RUS,63,0 days 00:01:20.655000,56.0,3.0,,,0 days 00:00:27.884000,0 days 00:00:17.610000,0 days 00:00:35.161000,0 days 02:15:41.478000,0 days 02:15:59.088000,0 days 02:16:34.249000,288.0,323.0,305.0,321.0,False,HARD,11.0,True,Mercedes,0 days 02:15:13.565000,2024-03-24 05:19:56.763,1,7.0,False,,False,True,Australia,2024
0 days 02:17:07.786000,RUS,63,,57.0,3.0,,,,,,,,,,,,,,HARD,12.0,True,Mercedes,0 days 02:16:34.220000,,1,,False,,True,False,Australia,2024
0 days 01:00:04.249000,BOT,77,0 days 00:01:34.763000,1.0,1.0,,,,0 days 00:00:18.782000,0 days 00:00:37.741000,,0 days 00:59:26.567000,0 days 01:00:04.427000,270.0,302.0,286.0,257.0,False,MEDIUM,2.0,False,Kick Sauber,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,12.0,False,,False,False,Australia,2024
0 days 01:01:28.593000,BOT,77,0 days 00:01:24.344000,2.0,1.0,,,0 days 00:00:29.948000,0 days 00:00:18.320000,0 days 00:00:36.076000,0 days 01:00:34.246000,0 days 01:00:52.566000,0 days 01:01:28.642000,264.0,321.0,305.0,271.0,True,MEDIUM,3.0,False,Kick Sauber,0 days 01:00:04.249000,2024-03-24 04:04:47.447,1,12.0,False,,False,True,Australia,2024
0 days 01:02:51.865000,BOT,77,0 days 00:01:23.272000,3.0,1.0,,,0 days 00:00:29.099000,0 days 00:00:18.153000,0 days 00:00:36.020000,0 days 01:01:57.741000,0 days 01:02:15.894000,0 days 01:02:51.914000,266.0,323.0,302.0,308.0,True,MEDIUM,4.0,False,Kick Sauber,0 days 01:01:28.593000,2024-03-24 04:06:11.791,1,12.0,False,,False,True,Australia,2024
0 days 01:04:15.570000,BOT,77,0 days 00:01:23.705000,4.0,1.0,,,0 days 00:00:29.226000,0 days 00:00:18.314000,0 days 00:00:36.165000,0 days 01:03:21.140000,0 days 01:03:39.454000,0 days 01:04:15.619000,264.0,317.0,299.0,310.0,False,MEDIUM,5.0,False,Kick Sauber,0 days 01:02:51.865000,2024-03-24 04:07:35.063,1,11.0,False,,False,True,Australia,2024
0 days 01:05:39.130000,BOT,77,0 days 00:01:23.560000,5.0,1.0,,,0 days 00:00:29.365000,0 days 00:00:18.397000,0 days 00:00:35.798000,0 days 01:04:44.984000,0 days 01:05:03.381000,0 days 01:05:39.179000,273.0,310.0,301.0,298.0,False,MEDIUM,6.0,False,Kick Sauber,0 days 01:04:15.570000,2024-03-24 04:08:58.768,1,11.0,False,,False,True,Australia,2024
0 days 01:07:02.252000,BOT,77,0 days 00:01:23.122000,6.0,1.0,,,0 days 00:00:29.091000,0 days 00:00:18.070000,0 days 00:00:35.961000,0 days 01:06:08.270000,0 days 01:06:26.340000,0 days 01:07:02.301000,265.0,320.0,301.0,310.0,True,MEDIUM,7.0,False,Kick Sauber,0 days 01:05:39.130000,2024-03-24 04:10:22.328,1,11.0,False,,False,True,Australia,2024
0 days 01:08:25.990000,BOT,77,0 days 00:01:23.738000,7.0,1.0,,,0 days 00:00:29.154000,0 days 00:00:18.416000,0 days 00:00:36.168000,0 days 01:07:31.455000,0 days 01:07:49.871000,0 days 01:08:26.039000,263.0,303.0,290.0,310.0,False,MEDIUM,8.0,False,Kick Sauber,0 days 01:07:02.252000,2024-03-24 04:11:45.450,1,10.0,False,,False,True,Australia,2024
0 days 01:10:32.635000,BOT,77,0 days 00:02:06.645000,8.0,1.0,,0 days 01:09:47.841000,0 days 00:00:28.925000,0 days 00:00:18.345000,0 days 00:01:19.375000,0 days 01:08:54.964000,0 days 01:09:13.309000,0 days 01:10:32.684000,270.0,297.0,,293.0,False,MEDIUM,9.0,False,Kick Sauber,0 days 01:08:25.990000,2024-03-24 04:13:09.188,1,18.0,False,,False,False,Australia,2024
0 days 01:12:02.554000,BOT,77,0 days 00:01:29.919000,9.0,2.0,0 days 01:10:34.759000,,0 days 00:00:35.107000,0 days 00:00:18.847000,0 days 00:00:35.965000,0 days 01:11:07.791000,0 days 01:11:26.638000,0 days 01:12:02.603000,261.0,287.0,286.0,227.0,False,HARD,2.0,False,Kick Sauber,0 days 01:10:32.635000,2024-03-24 04:15:15.833,1,18.0,False,,False,False,Australia,2024
0 days 01:13:25.715000,BOT,77,0 days 00:01:23.161000,10.0,2.0,,,0 days 00:00:28.850000,0 days 00:00:18.575000,0 days 00:00:35.736000,0 days 01:12:31.453000,0 days 01:12:50.028000,0 days 01:13:25.764000,263.0,290.0,286.0,287.0,False,HARD,3.0,False,Kick Sauber,0 days 01:12:02.554000,2024-03-24 04:16:45.752,1,18.0,False,,False,True,Australia,2024
0 days 01:14:49.155000,BOT,77,0 days 00:01:23.440000,11.0,2.0,,,0 days 00:00:28.853000,0 days 00:00:18.677000,0 days 00:00:35.910000,0 days 01:13:54.617000,0 days 01:14:13.294000,0 days 01:14:49.204000,265.0,291.0,285.0,287.0,False,HARD,4.0,False,Kick Sauber,0 days 01:13:25.715000,2024-03-24 04:18:08.913,1,18.0,False,,False,True,Australia,2024
0 days 01:16:12.131000,BOT,77,0 days 00:01:22.976000,12.0,2.0,,,0 days 00:00:28.889000,0 days 00:00:18.482000,0 days 00:00:35.605000,0 days 01:15:18.093000,0 days 01:15:36.575000,0 days 01:16:12.180000,267.0,295.0,287.0,289.0,True,HARD,5.0,False,Kick Sauber,0 days 01:14:49.155000,2024-03-24 04:19:32.353,1,18.0,False,,False,True,Australia,2024
0 days 01:17:35.290000,BOT,77,0 days 00:01:23.159000,13.0,2.0,,,0 days 00:00:28.879000,0 days 00:00:18.418000,0 days 00:00:35.862000,0 days 01:16:41.059000,0 days 01:16:59.477000,0 days 01:17:35.339000,266.0,296.0,286.0,290.0,False,HARD,6.0,False,Kick Sauber,0 days 01:16:12.131000,2024-03-24 04:20:55.329,1,18.0,False,,False,True,Australia,2024
0 days 01:18:58.685000,BOT,77,0 days 00:01:23.395000,14.0,2.0,,,0 days 00:00:29.007000,0 days 00:00:18.558000,0 days 00:00:35.830000,0 days 01:18:04.346000,0 days 01:18:22.904000,0 days 01:18:58.734000,264.0,293.0,286.0,286.0,False,HARD,7.0,False,Kick Sauber,0 days 01:17:35.290000,2024-03-24 04:22:18.488,1,18.0,False,,False,True,Australia,2024
0 days 01:20:22.014000,BOT,77,0 days 00:01:23.329000,15.0,2.0,,,0 days 00:00:28.830000,0 days 00:00:18.473000,0 days 00:00:36.026000,0 days 01:19:27.564000,0 days 01:19:46.037000,0 days 01:20:22.063000,268.0,295.0,286.0,289.0,False,HARD,8.0,False,Kick Sauber,0 days 01:18:58.685000,2024-03-24 04:23:41.883,1,18.0,False,,False,True,Australia,2024
0 days 01:21:46.133000,BOT,77,0 days 00:01:24.119000,16.0,2.0,,,0 days 00:00:28.705000,0 days 00:00:18.421000,0 days 00:00:36.993000,0 days 01:20:50.768000,0 days 01:21:09.189000,0 days 01:21:46.182000,267.0,293.0,183.0,287.0,False,HARD,9.0,False,Kick Sauber,0 days 01:20:22.014000,2024-03-24 04:25:05.212,126,17.0,False,,False,False,Australia,2024
0 days 01:23:31.414000,BOT,77,0 days 00:01:45.281000,17.0,2.0,,,0 days 00:00:42.408000,0 days 00:00:25.035000,0 days 00:00:37.838000,0 days 01:22:28.590000,0 days 01:22:53.625000,0 days 01:23:31.463000,165.0,253.0,285.0,196.0,False,HARD,10.0,False,Kick Sauber,0 days 01:21:46.133000,2024-03-24 04:26:29.331,671,16.0,False,,False,False,Australia,2024
0 days 01:24:54.023000,BOT,77,0 days 00:01:22.609000,18.0,2.0,,,0 days 00:00:28.692000,0 days 00:00:18.311000,0 days 00:00:35.606000,0 days 01:24:00.155000,0 days 01:24:18.466000,0 days 01:24:54.072000,272.0,294.0,286.0,295.0,True,HARD,11.0,False,Kick Sauber,0 days 01:23:31.414000,2024-03-24 04:28:14.612,1,16.0,False,,False,True,Australia,2024
0 days 01:26:16.620000,BOT,77,0 days 00:01:22.597000,19.0,2.0,,,0 days 00:00:28.561000,0 days 00:00:18.349000,0 days 00:00:35.687000,0 days 01:25:22.633000,0 days 01:25:40.982000,0 days 01:26:16.669000,270.0,292.0,286.0,286.0,True,HARD,12.0,False,Kick Sauber,0 days 01:24:54.023000,2024-03-24 04:29:37.221,1,16.0,False,,False,True,Australia,2024
0 days 01:27:39.314000,BOT,77,0 days 00:01:22.694000,20.0,2.0,,,0 days 00:00:28.723000,0 days 00:00:18.441000,0 days 00:00:35.530000,0 days 01:26:45.392000,0 days 01:27:03.833000,0 days 01:27:39.363000,269.0,289.0,285.0,285.0,False,HARD,13.0,False,Kick Sauber,0 days 01:26:16.620000,2024-03-24 04:30:59.818,1,16.0,False,,False,True,Australia,2024
0 days 01:29:01.753000,BOT,77,0 days 00:01:22.439000,21.0,2.0,,,0 days 00:00:28.649000,0 days 00:00:18.320000,0 days 00:00:35.470000,0 days 01:28:08.012000,0 days 01:28:26.332000,0 days 01:29:01.802000,269.0,291.0,287.0,285.0,True,HARD,14.0,False,Kick Sauber,0 days 01:27:39.314000,2024-03-24 04:32:22.512,1,16.0,False,,False,True,Australia,2024
0 days 01:30:24.475000,BOT,77,0 days 00:01:22.722000,22.0,2.0,,,0 days 00:00:28.696000,0 days 00:00:18.373000,0 days 00:00:35.653000,0 days 01:29:30.498000,0 days 01:29:48.871000,0 days 01:30:24.524000,270.0,291.0,286.0,286.0,False,HARD,15.0,False,Kick Sauber,0 days 01:29:01.753000,2024-03-24 04:33:44.951,1,16.0,False,,False,True,Australia,2024
0 days 01:31:46.815000,BOT,77,0 days 00:01:22.340000,23.0,2.0,,,0 days 00:00:28.619000,0 days 00:00:18.290000,0 days 00:00:35.431000,0 days 01:30:53.143000,0 days 01:31:11.433000,0 days 01:31:46.864000,269.0,293.0,286.0,284.0,True,HARD,16.0,False,Kick Sauber,0 days 01:30:24.475000,2024-03-24 04:35:07.673,1,16.0,False,,False,True,Australia,2024
0 days 01:33:09.725000,BOT,77,0 days 00:01:22.910000,24.0,2.0,,,0 days 00:00:28.931000,0 days 00:00:18.349000,0 days 00:00:35.630000,0 days 01:32:15.795000,0 days 01:32:34.144000,0 days 01:33:09.774000,265.0,291.0,285.0,284.0,False,HARD,17.0,False,Kick Sauber,0 days 01:31:46.815000,2024-03-24 04:36:30.013,1,16.0,False,,False,True,Australia,2024
0 days 01:34:32.276000,BOT,77,0 days 00:01:22.551000,25.0,2.0,,,0 days 00:00:28.758000,0 days 00:00:18.280000,0 days 00:00:35.513000,0 days 01:33:38.532000,0 days 01:33:56.812000,0 days 01:34:32.325000,272.0,296.0,286.0,288.0,False,HARD,18.0,False,Kick Sauber,0 days 01:33:09.725000,2024-03-24 04:37:52.923,1,16.0,False,,False,True,Australia,2024
0 days 01:35:55.343000,BOT,77,0 days 00:01:23.067000,26.0,2.0,,,0 days 00:00:28.904000,0 days 00:00:18.384000,0 days 00:00:35.779000,0 days 01:35:01.229000,0 days 01:35:19.613000,0 days 01:35:55.392000,267.0,290.0,287.0,286.0,False,HARD,19.0,False,Kick Sauber,0 days 01:34:32.276000,2024-03-24 04:39:15.474,1,16.0,False,,False,True,Australia,2024
0 days 01:37:18.277000,BOT,77,0 days 00:01:22.934000,27.0,2.0,,,0 days 00:00:28.816000,0 days 00:00:18.434000,0 days 00:00:35.684000,0 days 01:36:24.208000,0 days 01:36:42.642000,0 days 01:37:18.326000,268.0,290.0,286.0,286.0,False,HARD,20.0,False,Kick Sauber,0 days 01:35:55.343000,2024-03-24 04:40:38.541,1,16.0,False,,False,True,Australia,2024
0 days 01:38:41.225000,BOT,77,0 days 00:01:22.948000,28.0,2.0,,,0 days 00:00:28.842000,0 days 00:00:18.393000,0 days 00:00:35.713000,0 days 01:37:47.168000,0 days 01:38:05.561000,0 days 01:38:41.274000,271.0,294.0,288.0,287.0,False,HARD,21.0,False,Kick Sauber,0 days 01:37:18.277000,2024-03-24 04:42:01.475,1,16.0,False,,False,True,Australia,2024
0 days 01:40:04.060000,BOT,77,0 days 00:01:22.835000,29.0,2.0,,,0 days 00:00:28.797000,0 days 00:00:18.325000,0 days 00:00:35.713000,0 days 01:39:10.071000,0 days 01:39:28.396000,0 days 01:40:04.109000,272.0,294.0,287.0,289.0,False,HARD,22.0,False,Kick Sauber,0 days 01:38:41.225000,2024-03-24 04:43:24.423,1,16.0,False,,False,True,Australia,2024
0 days 01:41:27.058000,BOT,77,0 days 00:01:22.998000,30.0,2.0,,,0 days 00:00:28.746000,0 days 00:00:18.429000,0 days 00:00:35.823000,0 days 01:40:32.855000,0 days 01:40:51.284000,0 days 01:41:27.107000,270.0,292.0,288.0,285.0,False,HARD,23.0,False,Kick Sauber,0 days 01:40:04.060000,2024-03-24 04:44:47.258,1,15.0,False,,False,True,Australia,2024
0 days 01:42:50.068000,BOT,77,0 days 00:01:23.010000,31.0,2.0,,,0 days 00:00:28.842000,0 days 00:00:18.500000,0 days 00:00:35.668000,0 days 01:41:55.949000,0 days 01:42:14.449000,0 days 01:42:50.117000,271.0,294.0,287.0,289.0,False,HARD,24.0,False,Kick Sauber,0 days 01:41:27.058000,2024-03-24 04:46:10.256,1,15.0,False,,False,True,Australia,2024
0 days 01:44:12.965000,BOT,77,0 days 00:01:22.897000,32.0,2.0,,,0 days 00:00:28.941000,0 days 00:00:18.313000,0 days 00:00:35.643000,0 days 01:43:19.058000,0 days 01:43:37.371000,0 days 01:44:13.014000,271.0,294.0,287.0,288.0,False,HARD,25.0,False,Kick Sauber,0 days 01:42:50.068000,2024-03-24 04:47:33.266,1,15.0,False,,False,True,Australia,2024
0 days 01:45:35.816000,BOT,77,0 days 00:01:22.851000,33.0,2.0,,,0 days 00:00:28.880000,0 days 00:00:18.328000,0 days 00:00:35.643000,0 days 01:44:41.894000,0 days 01:45:00.222000,0 days 01:45:35.865000,270.0,293.0,288.0,287.0,False,HARD,26.0,False,Kick Sauber,0 days 01:44:12.965000,2024-03-24 04:48:56.163,1,15.0,False,,False,True,Australia,2024
0 days 01:47:02.269000,BOT,77,0 days 00:01:26.453000,34.0,2.0,,,0 days 00:00:31.308000,0 days 00:00:18.233000,0 days 00:00:36.912000,0 days 01:46:07.173000,0 days 01:46:25.406000,0 days 01:47:02.318000,273.0,313.0,288.0,289.0,False,HARD,27.0,False,Kick Sauber,0 days 01:45:35.816000,2024-03-24 04:50:19.014,1,15.0,False,,False,True,Australia,2024
0 days 01:48:25.715000,BOT,77,0 days 00:01:23.446000,35.0,2.0,,,0 days 00:00:29.157000,0 days 00:00:18.464000,0 days 00:00:35.825000,0 days 01:47:31.475000,0 days 01:47:49.939000,0 days 01:48:25.764000,268.0,293.0,287.0,287.0,False,HARD,28.0,False,Kick Sauber,0 days 01:47:02.269000,2024-03-24 04:51:45.467,1,14.0,False,,False,True,Australia,2024
0 days 01:50:04.238000,BOT,77,0 days 00:01:38.523000,36.0,2.0,,0 days 01:49:47.534000,0 days 00:00:29.081000,0 days 00:00:18.305000,0 days 00:00:51.137000,0 days 01:48:54.845000,0 days 01:49:13.150000,0 days 01:50:04.287000,267.0,292.0,,286.0,False,HARD,29.0,False,Kick Sauber,0 days 01:48:25.715000,2024-03-24 04:53:08.913,1,16.0,False,,False,False,Australia,2024
0 days 01:51:32.392000,BOT,77,0 days 00:01:28.154000,37.0,3.0,0 days 01:50:06.404000,,0 days 00:00:34.499000,0 days 00:00:18.486000,0 days 00:00:35.169000,0 days 01:50:38.786000,0 days 01:50:57.272000,0 days 01:51:32.441000,266.0,292.0,289.0,233.0,False,HARD,1.0,True,Kick Sauber,0 days 01:50:04.238000,2024-03-24 04:54:47.436,1,16.0,False,,False,False,Australia,2024
